"from_user_name","to_user_name","in_reply_to_status_id","location"
"Miranda57735678","CompromisoRC",1.33968975890635E+018,
"CristianTobar5","CristianTobar5",1.3399694621587E+018,"Cuenca"
"Pipo1178","Pipo1178",1.34005960307842E+018,"Quito, Ecuador"
"JuventRuralCamp","DeZurdaTeam",1.34011412523443E+018,"Ecuador"
"JuventRuralCamp","DeZurdaTeam",1.34011412523443E+018,"Ecuador"
"JuventRuralCamp","DeZurdaTeam",1.34011412523443E+018,"Ecuador"
"Pipo1178","MashiRafael",1.34028457178346E+018,"Quito, Ecuador"
"Miranda57735678","ecuarauz",1.34033415864054E+018,
"Michumancito","ramirogarciaf",1.34040227722014E+018,
"Pipo1178","Pipo1178",1.34049485212397E+018,"Quito, Ecuador"
"CayWashington","CarlosVerareal",1.34028560132573E+018,
"Mashi_Pablo","7731patria",1.3406872060805E+018,"Guayaquil, Ecuador"
"florcis_paredes","florcis_paredes",1.34069607374097E+018,"Guayaquil, Ecuador"
"Mashi_Pablo","CoppianoMishell",1.34071025353354E+018,"Guayaquil, Ecuador"
"jorgeguarnizos","wgomezr",1.34065038915531E+018,"Loja"
"Miranda57735678","MashiRafael",1.34098620791273E+018,
"Pipo1178","Pipo1178",1.34119244570345E+018,"Quito, Ecuador"
"JorgeVelezVelez","pierinaescorrea",1.34120455841716E+018,"Guayas-Ecuador"
"Mashi_Pablo","Rc1TuiterosTung",1.34120162910688E+018,"Guayaquil, Ecuador"
"JorgeVelezVelez","Alexandra_Arce",1.34121083706376E+018,"Guayas-Ecuador"
"Mashi_Pablo","JuanaCuesta4",1.3411938889843E+018,"Guayaquil, Ecuador"
"yomarioCastillo","socialholico",1.34106491389315E+018,"guayaquil"
"jorolopi70","colectivoups",1.34147019175936E+018,"Esmeraldas, Ecuador"
"Mashi_Pablo","mezzala04",1.34117854948776E+018,"Guayaquil, Ecuador"
"TudeCcs","CELAGeopolitica",1.34153649756928E+018,"De Galiza a Caracas, Venezuela"
"RomRod1982","bonilcaricatura",1.34136798520691E+018,"Manabi, Ecuador"
"yadiravega111","LuisaGonzalezEc",1.34153899327248E+018,"Guayaquil, Ecuador"
"jorolopi70","colectivoups",1.3415956357122E+018,"Esmeraldas, Ecuador"
"chiguijaecuador","isidroromero_c",1.34157603151428E+018,
"InrriGalAco","MashiRafael",1.34188817945711E+018,
"TamayoPao","AlexisSanchezEC",1.34197084080461E+018,"Ecuador"
"_jarocho82","CarinaVanceEC",1.34214227056546E+018,"Ecuador"
"LibrePensadorHK","rabascallcarlos",1.34176705087687E+018,
"Pipo1178","Sandinin",1.34221484550517E+018,"Quito, Ecuador"
"gustavo_570","ALBERTOACOSTAB",1.34226843178205E+018,
"ecuadormipais10","TlksPaula",1.34268915628003E+018,"Ecuador"
"Miranda57735678","ecuarauz",1.34219269058745E+018,
"marceltr05","colectivoups",1.3415956357122E+018,"Milagro, Ecuador"
"Miranda57735678","Fernanda_Mashi",1.34302306864667E+018,
"yadiravega111","chiguijaecuador",1.34142596208544E+018,"Guayaquil, Ecuador"
"AndreaLopezUio","Incansable1962",1.34321486694603E+018,"Ecuador"
"AndreaLopezUio","MashiRafael",1.34323688948729E+018,"Ecuador"
"jorolopi70","ecuarauz",1.34333084620862E+018,"Esmeraldas, Ecuador"
"Miranda57735678","MashiRafael",1.34334008352148E+018,
"carolinedex32","radialvision",1.34352889572801E+018,"Ecuador"
"OKaedbay","Revolucionspana",1.3430158355107E+018,"Ecuador"
"GregorioBerrot","dapalr",1.34073702258831E+018,"Ecuador"
"marylouplm57","rabascallcarlos",1.34343809115612E+018,"Ecuador"
"05AngelRm","CarlosP05340289",1.34104978729513E+018,"Ecuador"
"glaydsczu73","ivanclavijov",1.34355202360678E+018,"Ecuador"
"Barbara7264","InrriGalAco",1.34337196939641E+018,"Quito, Ecuador"
"marylouplm57","MargaritaGC_Ec",1.34334986973028E+018,"Ecuador"
"trevaspa55","MRCEuropa",1.34354859996004E+018,"Ecuador"
"tatianapalaciof","MaraEle92899875",1.34344474212692E+018,"Ecuador"
"Lauravelez89u","MovRCItalia",1.34349715997132E+018,"Ecuador"
"OKaedbay","petrogustavo",1.34041971992136E+018,"Ecuador"
"Zarahrnandez","Azul2Rc",1.34333350416843E+018,"Ecuador"
"Elisatinz","NucleoLosRios",1.34358669364815E+018,"Ecuador"
"Zarahrnandez","petrogustavo",1.34041971992136E+018,"Ecuador"
"katerinamador8","noboamar",1.34357684244863E+018,"Ecuador"
"Elisatinz","EcuadorWillana",1.34358586825526E+018,"Ecuador"
"05AngelRm","rabascallcarlos",1.34000779888578E+018,"Ecuador"
"CarolinaFe77","CREOEcuador",1.34358164223815E+018,"Ecuador"
"Pedropztv","Hrendon70",1.34298307659137E+018,"Ecuador"
"hannahffm37","fuerzacstodgo",1.34341890116678E+018,"Ecuador"
"MarthaFernz","MarthaFernz",1.3435548400945E+018,"Ecuador"
"MaraFertb","MarthaFernz",1.34359182501422E+018,"Ecuador"
"Carla75nn","LastraNixon",1.34333846951967E+018,"Ecuador"
"Carla75nn","CDNapo1",1.34338053332632E+018,"Ecuador"
"CamilaSanchr","nelson_hertz",1.34296759791931E+018,"Ecuador"
"Lopezmarcosjj","CELAGeopolitica",1.34286575641803E+018,"ecuador"
"carloshgjoo","UNESECUADOR",1.34329196425558E+018,"ecuador"
"carloshgjoo","cuba_enresumen",1.34331177489708E+018,"ecuador"
"Pipo1178","Pipo1178",1.34360057080911E+018,"Quito, Ecuador"
"jorolopi70","colectivoups",1.34361506834115E+018,"Esmeraldas, Ecuador"
"GuerrerosDigRCs","Rebelde2020Mai",1.34359674866153E+018,"Guayas, Ecuador"
"CarolinCeva","AlmaMiaEcu",1.34344738268033E+018,"Ecuador"
"CarolinCeva","AlmaMiaEcu",1.34344738268033E+018,"Ecuador"
"CarolinCeva","biological_dr",1.3414507924616E+018,"Ecuador"
"CarolinCeva","Revolucionspana",1.34357907743382E+018,"Ecuador"
"CarolinCeva","biological_dr",1.3414507924616E+018,"Ecuador"
"carlos_her30","mzambrano80s",1.34364252312274E+018,"Ecuador"
"JoselinPereez32","SurgenteMorona",1.34352526299096E+018,"Ecuador"
"LuisaTo_09","ProgresaLatam",1.33919999944865E+018,"Ecuador"
"RomRod1982","CorreaRafita",1.34365062681161E+018,"Manabi, Ecuador"
"LuisRo_666","GabrielaEsPais",1.33894206724284E+018,"Ecuador"
"lucimenca","CentraldelaEsp1",1.34364932669906E+018,"Ecuador"
"naughtylalax","ecuainm_oficial",1.33926250831034E+018,"Guayaquil, Ecuador"
"Corinalv_","virgiliohernand",1.33538115810906E+018,"Ecuador"
"lucimenca","AlejandroMont2",1.34364406809042E+018,"Ecuador"
"ga1brielin","JuanRamonCast12",1.34363178546122E+018,"Ecuador"
"ga1brielin","novillo_gustavo",1.34361638272284E+018,"Ecuador"
"LealValntina","JoseGuz_4",1.3436541750125E+018,"Ecuador"
"EmiliaGonzl","TuiterosRc11",1.34257528371566E+018,
"ValeriaGomzz","EmiliaGonzl",1.34365639382446E+018,"Ecuador"
"CarmenRomtd","TuiterosRc11",1.34257528371566E+018,
"ValeriaGomzz","Vero_g04",1.34365635148716E+018,"Ecuador"
"RosaMartiro","TuiterosRc11",1.34257528371566E+018,
"Ameliagome67","AleArauz",1.34366001843294E+018,"Ecuador"
"RosaSalz19","BlancaLopez1_",1.339630953573E+018,"Ecuador"
"paticastro121","markflowers6661",1.34365794112413E+018,"Ecuador"
"angelablanco897","ArauzRabascall",1.34356779545232E+018,"Ecuador"
"PatriciaVelqc","TuiterosRc11",1.34257528371566E+018,
"PatriciaVelqc","ecuainm_oficial",1.34354067592152E+018,
"AlejandroMen98","Pibismrevoluti1",1.33816488708482E+018,
"miguelans36","moralessrobert",1.34367095647733E+018,"Ecuador"
"Alexamejias98","larepublica_ec",1.34368468463558E+018,"Ecuador"
"MaraValentinaD","FrankSamaniegoM",1.34296497637025E+018,"Ecuador"
"RosaSalz19","TsomosUNO",1.34367478024811E+018,"Ecuador"
"DianaLool30","FabianBurban",1.34320816799658E+018,"Ecuador"
"ecuador_2018","AP_Kost",1.34358786154793E+018,"Ecuador"
"PatriaSagrada2","MashiRafael",1.34364543119727E+018,
"fideorapidito2","isabel_noboa",1.34360541885834E+018,"estoy en la p... m..."
"yadiravega111","MashiRafael",1.34407296878844E+018,"Guayaquil, Ecuador"
"ScentWoman","MashiRafael",1.3442895455258E+018,"Ecuador"
"Herederos_RC","rabascallcarlos",1.34431425794981E+018,"Esmeraldas, Ecuador"
"alfesant","MashiRafael",1.34002687354858E+018,"Buena Fe, Ecuador"
"TsomosUNO","rabascallcarlos",1.34431425794981E+018,
"Mashi_Pablo","MashiRafael",1.34364543119727E+018,"Guayaquil, Ecuador"
"chiguijaecuador","CPorLaPatriaEc",1.34452071488023E+018,
"AndreaLopezUio","MashiRafael",1.34464004835293E+018,"Ecuador"
"Adam61925276","MashiRafael",1.3446986460136E+018,"Guayaquil, Ecuador"
"manurodasp","enriquemenoscal",1.3447327123101E+018,"Ecuador"
"PabloRodAgreda","GabuPsychic",1.34465180595592E+018,"Guayaquil, Ecuador"
"mildcau","BMW_VENCEREMOS",1.32922643312694E+018,
"RocioLaGarza","TCE_Ecuador",1.32978000541773E+018,
"Lauritabri12","GilbertTamez",1.32994255946507E+018,"Ecuador"
"Laurazambr2","Milla19831",1.32974152666313E+018,"Ecuador"
"DianaSanchezL2","hmi_Ec",1.32993402780617E+018,"Ecuador"
"nithay_666","teleamazonasec",1.32961042487091E+018,"Ecuador"
"FdezzSusanna","msurpichincha",1.32978273294005E+018,"Ecuador"
"isa_m0r","yomarioCastillo",1.3299443848052E+018,
"jesusmarcano323","hmi_Ec",1.32993402780617E+018,"Ecuador"
"lopezcar43","CNEManabi",1.32869072028744E+018,"Ecuador"
"FdezzSusanna","msurpichincha",1.32978273294005E+018,"Ecuador"
"isa_m0r","hmi_Ec",1.32993402780617E+018,
"PaulaMore_12","alexismoncayo",1.32909115983924E+018,"Ecuador"
"Samrodriguez230","EvaPaolaEspino",1.32994509526158E+018,"Ecuador"
"jesusmarcano323","cnegobec",1.32994102816666E+018,"Ecuador"
"Anapaulavra","UNESECUADOR",1.32938565966509E+018,"Ecuador"
"Paolandra_","ErnstDam",1.32961967174262E+018,
"Samrodriguez230","EvaPaolaEspino",1.32994509526158E+018,"Ecuador"
"LuisRo_666","elcomerciocom",1.32947200166956E+018,"Ecuador"
"Claudlpz","EDUARDOIDROVO1",1.31620617308803E+018,"Ecuador"
"DanielaPalam","andres_m72",1.32994558272362E+018,"Ecuador"
"Anapaulavra","MashiRafael",1.32992995475103E+018,"Ecuador"
"Claudlpz","EDUARDOIDROVO1",1.31620617308803E+018,"Ecuador"
"Amecamire","ecuainm_oficial",1.32986062511218E+018,"Ecuador"
"V_Florees18","lemeza47",1.32979647181902E+018,"Ecuador"
"DanielaPalam","vanegascortazar",1.32953312692267E+018,"Ecuador"
"Anapaulavra","CompromisoRC",1.32982180674891E+018,"Ecuador"
"Diamolina20","DonosoEcuador",1.32975420306617E+018,"Ecuador"
"suarezelenitaa","LuisaMarcno",1.32994625107336E+018,"Ecuador"
"M4rcot0","Karla_g49",1.3299467547967E+018,"Ecuador"
"M4rcot0","Karla_g49",1.3299467547967E+018,"Ecuador"
"suarezelenitaa","hmi_Ec",1.32993402780617E+018,"Ecuador"
"Anapaulavra","kelvin_velez92",1.32994062240127E+018,"Ecuador"
"cristinamorer","CNEManabi",1.32869072028744E+018,"Ecuador"
"naughtylalax","wilfridolaz",1.32983441947409E+018,"Guayaquil, Ecuador"
"Americarax1996","ErikMozo",1.32989323829205E+018,"Ecuador⬅"
"AngieLopeeez","TCE_Ecuador",1.32911471309607E+018,"Ecuador"
"Anamtorres_22","m15_claudia",1.32994846668927E+018,"Ecuador"
"Americarax1996","ErikMozo",1.32989323829205E+018,"Ecuador⬅"
"Claudlpz","Ligia346239565",1.32918781572542E+018,"Ecuador"
"JesusSanch_2","GabiAlvaradd",1.32994495238682E+018,"Ecuador"
"moralessrobert","IsabelCastro_6",1.3299492599496E+018,"Ecuador"
"Claudlpz","hmi_Ec",1.32993402780617E+018,"Ecuador"
"marylouplm57","Amecamire",1.32994819462155E+018,"Ecuador"
"kathyigi25","CREOEcuador",1.32912066817314E+018,"Ecuador"
"paolittareyes8","Claudlpz",1.32995044864474E+018,"Ecuador"
"3rikafernandez","PabloEm03875281",1.32926180590298E+018,"Ecuador"
"Ferblanc","Americarax1996",1.3299478796419E+018,"Ecuador"
"nithay_8","CanalRTU",1.32946598681105E+018,"Ecuador"
"marylouplm57","eluniversocom",1.32959788739167E+018,"Ecuador"
"DianaFe07","eluniversocom",1.32959788739167E+018,
"Ferblanc","Americarax1996",1.32994911260373E+018,"Ecuador"
"JoseGuz_4","Milla19831",1.32995045887044E+018,"Ecuador"
"mariave91","MaxTVonline_EC",1.32993272955576E+018,"Ecuador"
"marylouplm57","Carolmed10",1.32994850531881E+018,"Ecuador"
"Villenes0","fausthe1",1.32987738305116E+018,"Ecuador."
"betaniagutti","LuciangelaCort1",1.32995247800001E+018,"Ecuador"
"DiegomMartinezd","eldiarioec",1.32874800148614E+018,"Ecuador"
"PatriciaVelqc","SofiaaPalacioos",1.32994865966502E+018,
"Lauritabri12","antenaunofm",1.32995136489882E+018,"Ecuador"
"LuisCamp09","KinttoLucas",1.32988983877507E+018,"Ecuador"
"Zarahrnandez","RosaRodrigzj",1.32995365033732E+018,"Ecuador"
"Villenes0","DianaAvellanEc",1.32993533142083E+018,"Ecuador."
"VeronicaDiazx","tahigue29",1.32992416830182E+018,"Ecuador🇪🇨"
"Vicentaodj","CNNEE",1.32992249636003E+018,"Ecuador"
"Zarahrnandez","NorwalkCurtis",1.32995410926968E+018,"Ecuador"
"laurielopezz","EDUARDOIDROVO1",1.31620617308803E+018,"Ecuador"
"ocarlos_g","EcUnidad",1.32944342590155E+018,"Ecuador"
"Jesus67msr","TCE_Ecuador",1.32943180975567E+018,"Machala, Ecuador"
"ValeriaGomzz","LeonorGar34",1.3299527757914E+018,"Ecuador"
"AlexanderVi59","VeronicaDiazx",1.32995564062685E+018,"Ecuador♥"
"Mercedeslopz","FerSanchez2417",1.32994155800361E+018,"Ecuador"
"CstroMarie","cnegobec",1.32994102816666E+018,"Ecuador"
"Zarahrnandez","DanielGranja7",1.32988393322443E+018,"Ecuador"
"AlexanderVi59","VeronicaDiazx",1.32995475539382E+018,"Ecuador♥"
"JoseesOrtega","EcUnidad",1.32944342590155E+018,"Ecuador"
"GguzmanManuel","EcuadorWillana",1.32869334892906E+018,"Ecuador"
"JoseesOrtega","EcUnidad",1.32944342590155E+018,"Ecuador"
"CstroMarie","MashiRafael",1.32992995475103E+018,"Ecuador"
"Mercedeslopz","gattillos_11",1.32995536337496E+018,"Ecuador"
"diazzteresaa","CREOEcuador",1.32950157215028E+018,"Ecuador"
"JoseesOrtega","elcomerciocom",1.329503710549E+018,"Ecuador"
"JoseesOrtega","elcomerciocom",1.329503710549E+018,"Ecuador"
"JessiicSuarez","Marignzle",1.32995692790487E+018,"Ecuador"
"Marianasala52","AnahiSanchez001",1.32882789540234E+018,"Ecuador"
"Ferana_1","Jeanninecruzz",1.32983343925266E+018,"Ecuador"
"ElisaC0ntreras","hmi_Ec",1.32995707660134E+018,"Ecuador"
"IsabelDuarteMe1","SalazarAriasJ",1.32984898024787E+018,"Ecuador"
"diazzteresaa","TCE_Ecuador",1.3292052860921E+018,"Ecuador"
"Lopmart_","Expresoec",1.32955134993626E+018,"ECUADOR"
"Mercedeslopz","EcuadorRC1",1.32995943500809E+018,"Ecuador"
"GAnitaM18","MashiRafael",1.32986551188321E+018,"Ecuador"
"IsabellMa2","AuxiHolguin",1.32991104025619E+018,"Ecuador"
"MarthaLuciaFf","TCE_Ecuador",1.32943180254145E+018,"Ecuador"
"AlexaLpez22","JuliooAlvezz",1.3299528783631E+018,"Ecuador"
"IsabellMa2","DennisLopez06",1.32986142797748E+018,"Ecuador"
"FabiolaDavilaQu","cnegobec",1.32994102816666E+018,"Quito, Ecuador"
"3li0_cha","Mashi_Pablo",1.32995980066757E+018,"Ecuador"
"MelaniGuevara14","Ligia346239565",1.32918781572542E+018,"Ecuador"
"Fernand1sal","SofiaaPalacioos",1.32994865966502E+018,"Ecuador"
"glaydsczu73","amapolanaranjo",1.32985490560406E+018,"Ecuador"
"danielmarti34","SofiaaPalacioos",1.32994865966502E+018,"Ecuador"
"CarlaFernndezG2","Unionradio580am",1.32961371193445E+018,"Ecuador"
"Jessaguilarq","SofiaaPalacioos",1.32994865966502E+018,"Ecuador"
"PamelaOrdazz","CesarRohon",1.32992767067575E+018,"Ecuador"
"clarita_rodr","MaraLpeZ2402",1.3299615268879E+018,"Ecuador"
"NathaliaSerran0","LuisVerdesotoo1",1.32989675181429E+018,"Ecuador"
"jesutorrealba2","Sofia_perez67",1.3299641679111E+018,"Ecuador"
"Juan_Ma56","anitabelenmarin",1.32884768018184E+018,"Ecuador"
"EmilyyaCorrea","ecuador_real",1.32946002659609E+018,"Ecuador"
"CarlaFernndezG2","CarlosVerareal",1.32991240352245E+018,"Ecuador"
"Crespo_Isabel20","TCE_Ecuador",1.3287643069561E+018,"Ecuador"
"jesutorrealba2","Maf3rsita_",1.32996416508415E+018,"Ecuador"
"Crespo_Isabel20","TCE_Ecuador",1.3287643069561E+018,"Ecuador"
"An1taGarc1a","elcomerciocom",1.32996366989623E+018,"Ecuador"
"MonicaFernnde3","LeonorGar34",1.3299527757914E+018,"Ecuador"
"GenesisRom69","LuisVerdesotoo1",1.32989675181429E+018,"Ecuador"
"carloosalber","cnegobec",1.32988760812678E+018,"Ecuador"
"Valeriarilopez","TuiterosRcPich",1.32945266883477E+018,"Ecuador"
"PaMon0","ecuadorenvivo",1.3299660170665E+018,"Ecuador."
"Tordaer","DianaAvellanEc",1.32993533142083E+018,"Ecuador"
"CarolDiaz212","sobo_te",1.32995103165719E+018,"Ecuador"
"LilianaMend22","sobo_te",1.32995103165719E+018,"Ecuador"
"Sofiatorres_75","hcastanierj",1.32950565004558E+018,"Ecuador"
"Amecamire","diegoordonezg",1.32981783151766E+018,"Ecuador"
"Amecamire","Tany34317089",1.32941740744267E+018,"Ecuador"
"Gutiercio","DanteCharpenti1",1.32992562765961E+018,"Ecuador."
"PamelaOrdazz","FLEduardo1",1.3267135913834E+018,"Ecuador"
"Karla_g49","LourdesCuestaO",1.32943471596366E+018,"Ecuador"
"AlejH94","RutaKritica",1.32982380131661E+018,"Ecuador"
"1sabel0rtega","RutaKritica",1.32982380131661E+018,"ecuador"
"AlejH94","CristinaReyesec",1.32907518250223E+018,"Ecuador"
"AnaRojas9711","cnegobec",1.32988760812678E+018,"Ecuador"
"carlosromero68_","callimanta",1.3298081781844E+018,"Ecuador"
"AnaRojas9711","cnegobec",1.32988760812678E+018,"Ecuador"
"PamelaOrdazz","TCE_Ecuador",1.3292052860921E+018,"Ecuador"
"CarlosFranco150","DeandradeMartha",1.32995523591827E+018,"Ecuador"
"m15_claudia","cnegobec",1.32988760812678E+018,"Ecuador"
"RosaS_49","PenafielEddy",1.30594402062406E+018,"Ecuador"
"AntoniojPrado05","JuanPab66071237",1.32953455804011E+018,"Ecuador"
"fernandavega39","JuanPab66071237",1.32975947166983E+018,"Ecuador"
"AntoniojPrado05","oro_negro26",1.32961676352546E+018,"Ecuador"
"VsqzGabi","rokoto_feo",1.32995388121698E+018,"Ecuador"
"V_Paredees","JRC_Sucre",1.33009369059393E+018,"Ecuador"
"Gomezdanielr","PS1eroEcuador",1.32997137828035E+018,"Ecuador"
"mariave91","ecuadorenvivo",1.33001111310317E+018,"Ecuador"
"Zarahrnandez","ClimaSocialEc",1.3281695374062E+018,"Ecuador"
"Zarahrnandez","ClimaSocialEc",1.3281695374062E+018,"Ecuador"
"celestegomez89","elcomerciocom",1.32880608228274E+018,"Ecuador"
"Claudlpz","EcuadorVideo1",1.32991434406744E+018,"Ecuador"
"PzElen234_","DonosoEcuador",1.32975420306617E+018,"Ecuador"
"MariaFe_40","JRC_Sucre",1.33009369059393E+018,"Ecuador"
"GregorioBerrot","MinGobiernoEc",1.32911844534301E+018,"Ecuador"
"AngieLopeeez","IsabelCarrin3",1.32994647391667E+018,"Ecuador"
"Maria_Dan46","TCE_Ecuador",1.3292052860921E+018,"Ecuador"
"rosaliarpz55","rokoto_feo",1.32995551043566E+018,"Ecuador"
"marielamartine0","EcuadorWillana",1.32697581772178E+018,"Ecuador"
"pamelamolinars7","contrastestv_ec",1.3299855136637E+018,"Ecuador"
"marielamartine0","EcuadorWillana",1.32697822454762E+018,"Ecuador"
"IsabelDuarteMe1","marginalismo",1.32984739450318E+018,"Ecuador"
"FernandaR2a","elcomerciocom",1.32998342119256E+018,"Ecuador"
"Elisatinz","YoSoyLaAssange",1.33000415904367E+018,"Ecuador"
"Elisatinz","YoSoyLaAssange",1.33000415904367E+018,"Ecuador"
"VeronicaDiazx","DonosoEcuador",1.32975420306617E+018,"Ecuador🇪🇨"
"Pedropztv","AbmrubioAmor",1.32916092713718E+018,"Ecuador"
"JessicaRa_","yorchinthesky",1.32883507700297E+018,"Ecuador"
"AnitaSuaz","MaxTVonline_EC",1.32993272955576E+018,"Ecuador"
"PedroG7_","KinttoLucas",1.32988983877507E+018,"Ecuador"
"CamilaRodrz_","ecuador_real",1.32946002659609E+018,"Ecuador"
"RamirezOscar0","FdoToaquizaV",1.33012719083973E+018,"Ecuador"
"Gomezantonio03","rokoto_feo",1.32976692352614E+018,"Ecuador"
"ElisaDiaz8t","jfcardenasg",1.32996501272363E+018,"Ecuador"
"ElisaDiaz8t","diarioqueec",1.32996777003391E+018,"Ecuador"
"JosAlejo90","larepublica_ec",1.32987387949443E+018,"Ecuador"
"PattyCarrasc","MashiRafael",1.32992995475103E+018,"Ecuador"
"CarolinaFe77","lahoraecuador",1.33017038197037E+018,"Ecuador"
"Paolandra_","MashiRafael",1.32966594729314E+018,
"Lilianamonts78","MARCOAFLOREST",1.33016201896441E+018,"Ecuador"
"Lilianamonts78","alexismoncayo",1.3301662295675E+018,"Ecuador"
"Lauravelez89u","LaDataEc",1.33016836126796E+018,"Ecuador"
"Lauravelez89u","pavel_caicedoJr",1.33017411477094E+018,"Ecuador"
"SofaCrd","rokoto_feo",1.32976692352614E+018,"Ecuador"
"joseperezdani","TCE_Ecuador",1.32911471309607E+018,"Machala, Ecuador"
"DaniRodriz_","LaAccionPro_Cba",1.32335579727178E+018,"Ecuador"
"GguzmanManuel","lodelmomentoloj",1.33017441421908E+018,"Ecuador"
"PedroG7_","FLEduardo1",1.3267135913834E+018,"Ecuador"
"MaraFer48","MRCenAlemania",1.33018047533227E+018,"Ecuador"
"Alejandrabln2","GXtraordinarios",1.33017966047549E+018,"Ecuador"
"Claudia22fa","amapolanaranjo",1.33015046733112E+018,"Manabi, Ecuador"
"Ferblanc","cnegobec",1.33016024360355E+018,"Ecuador"
"Americarax1996","Ferblanc",1.33018563457784E+018,"Ecuador⬅"
"mariave91","CNELoja",1.3299904630431E+018,"Ecuador"
"Betirojs","rokoto_feo",1.32995551043566E+018,"Ecuador"
"MariaMaza1997","CNE_StaElena",1.32991222538197E+018,"Ecuador"
"AlexanderVi59","MariaMaza1997",1.33019256883191E+018,"Ecuador♥"
"Mariagg22nn","LFMolinaO",1.32943538630152E+018,"Ecuador"
"VeronicaDiazx","luis_pachala",1.30861635070168E+018,"Ecuador🇪🇨"
"Carolina_Gm33","VeronicaDiazx",1.33021936932298E+018,"Ecuador"
"Americarax1996","VeronicaDiazx",1.33021936932298E+018,"Ecuador⬅"
"Americarax1996","VeronicaDiazx",1.3302208861259E+018,"Ecuador⬅"
"Lucian4Martinez","AnitaAlvarad2",1.33022195889046E+018,"Ecuador"
"mariave91","el_telegrafo",1.33021381408057E+018,"Ecuador"
"Reynamorales09","diariocentroec",1.33021620692263E+018,"Ecuador"
"Reynamorales09","FakeReportsEC",1.33021961972292E+018,"Ecuador"
"Ferblanc","JessicaPrado09",1.33017375377135E+018,"Ecuador"
"EmiliaGo8","Meluzambrano",1.33014120955E+018,"Manabi, Ecuador"
"Reynamorales09","elnorteadiario",1.33021711940184E+018,"Ecuador"
"katerinamador8","fmaritza",1.33022644016035E+018,"Ecuador"
"katerinamador8","EcuadorVideo1",1.330226418199E+018,"Ecuador"
"katerinamador8","ari7com",1.33022466864994E+018,"Ecuador"
"Marthagonzalesq","teleamazonasec",1.32838582953903E+018,"Ecuador"
"Marthagonzalesq","eluniversocom",1.32722012072125E+018,"Ecuador"
"MoniiMejii","Pipo1178",1.3302461630067E+018,"Ecuador"
"MoniiMejii","Pipo1178",1.3302461630067E+018,"Ecuador"
"AnaGarciaas","ecuavisa",1.32708381296737E+018,"Ecuador"
"MoniiMejii","Pipo1178",1.3302461630067E+018,"Ecuador"
"BrayanMolim","Danilosaavedr1",1.33023956155797E+018,"Ecuador"
"BrayanMolim","Danilosaavedr1",1.33023956155797E+018,"Ecuador"
"LuciangelaCort1","SofiaaPalacioos",1.32994865966502E+018,"Ecuador"
"danielagarciawz","teleamazonasec",1.32838582953903E+018,"Ecuador"
"Karla_g49","CNEAzuay",1.33024207586279E+018,"Ecuador"
"cristinamorer","Pipo1178",1.3302461630067E+018,"Ecuador"
"BarbaraMrtnzz","CarolinaGue_6",1.33024924470026E+018,"Ecuador"
"jesusmarcano323","teleamazonasec",1.32838582953903E+018,"Ecuador"
"MarthaMendoz6","CREOEcuador",1.32995267200737E+018,"Ecuador"
"MariaCarm23","teleamazonasec",1.32986318667009E+018,"Ecuador"
"fernandoloopezj","el_telegrafo",1.33021381408057E+018,"Ecuador"
"andres_m72","kolectiVOZ",1.32998287801338E+018,"Ecuador"
"isabelPazla","CNEEsmeraldas",1.33016544473763E+018,"Ecuador"
"LealValntina","isabelPazla",1.33025487585957E+018,"Ecuador"
"Eletorres09","IsabelCarrin3",1.33025423525933E+018,"Ecuador"
"Olga_Castillo19","Expresoec",1.33009612209902E+018,"Ecuador"
"moralessrobert","JesusSanch_2",1.33025682177336E+018,"Ecuador"
"ValeriaGomzz","Jo3Mari",1.3302569774575E+018,"Ecuador"
"ValeriaGomzz","Jo3Mari",1.3302569774575E+018,"Ecuador"
"Corinalv_","TMT30_",1.33015508478165E+018,"Ecuador"
"hoeg1","CarolinaTorre_5",1.33024896653403E+018,
"naughtylalax","eluniversocom",1.33024898989202E+018,"Guayaquil, Ecuador"
"LeonorGar34","RTSEcuador",1.33017523780001E+018,"Ecuador"
"Juan_Ma56","oro_negro26",1.3302651212691E+018,"Ecuador"
"Patricmena","RTSEcuador",1.33017523780001E+018,"Ecuador"
"moralessrobert","AleLpz29",1.33026659929988E+018,"Ecuador"
"LuisCamp09","ElLiberoAb",1.33026972486167E+018,"Ecuador"
"AlexandMacia","TuiterosRcPich",1.32945266883477E+018,"Ecuador"
"DanielaPalam","CneZamoraCh",1.33026548010019E+018,"Ecuador"
"AlexandMacia","TuiterosRcPich",1.32945266883477E+018,"Ecuador"
"LuisCamp09","ElLiberoAb",1.33026959090399E+018,"Ecuador"
"LauraJPaz10","ElLiberoAb",1.33026959090399E+018,"Ecuador"
"isa_m0r","sobo_te",1.32995103165719E+018,
"isa_m0r","oro_negro26",1.3302651212691E+018,
"LauraJPaz10","ElLiberoAb",1.33026972486167E+018,"Ecuador"
"CarmenTorres111","sobo_te",1.32995103165719E+018,"Ecuador"
"BlancaFa18","ElLiberoAb",1.33026972486167E+018,"Ecuador"
"AnaRojas9711","SofiaaPalacioos",1.32994865966502E+018,"Ecuador"
"MartinaAndreRi","rokoto_feo",1.32995551043566E+018,"Ecuador"
"MartinaAndreRi","MashiRafael",1.32992995475103E+018,"Ecuador"
"betaniagutti","m15_claudia",1.33028192880579E+018,"Ecuador"
