"from_user_name","to_user_name","in_reply_to_status_id","location"
"fmlugo","Ayelenchess",1.33829934427402E+018,"Paraguay"
"Alejand54267715","auronplay",1.33845474952441E+018,"Andorra la Vieja, Andorra"
"la_conduccion","la_conduccion",1.33846994664549E+018,"Mar del Plata, Argentina"
"EnLatitud25","EnLatitud25",1.33847496962653E+018,"RT ≠ endorsement"
"EnLatitud25","EnLatitud25",1.33847497132101E+018,"RT ≠ endorsement"
"tio_chejov","dicaduran",1.33830621731218E+018,
"Min_Aleex","Rubiu5",1.33854339922234E+018,
"Min_Aleex","Rubiu5",1.33854339922234E+018,
"Gretta_B","ArqLorea",1.33855108805263E+018,"Querétaro, Querétaro Arteaga"
"aislin_selene","AztecaNoticias",1.33856578666804E+018,
"Triebish","Triebish",1.33856594936512E+018,
"aislin_selene","889Noticias",1.33856709963618E+018,
"LeoneGeraci","SilRC",1.33856328883839E+018,
"aislin_selene","AztecaNoticias",1.33857055940844E+018,
"i_melosampaio","primaguiar",1.3385838032254E+018,"Bruxelas, Bélgica"
"AliciaMariposa3","j_giner",1.33851472942223E+018,
"cdavilaa_","sybelmartinez",1.33850723844141E+018,"Guayaquil"
"almashaghal","universalqro",1.33859814825258E+018,"Coyoacán, Distrito Federal"
"Amaf96633871","Sabrillosa",1.33860186326505E+018,
"mxgm_01","GuillermoBGR",1.33860706106887E+018,"monterrey"
"IconoVeracruz","IconoVeracruz",1.33861808570467E+018,"Veracruz, Xalapa"
"malaurita","mirivicente",1.33863569106496E+018,"Neuquén, Argentina"
"EEMA59082347","sybelmartinez",1.33850723844141E+018,"🌎"
"ANICRIS","dayannamonroy",1.33854734994212E+018,"ÜT: -2.156015,-79.891755"
"Min_Aleex","Min_Aleex",1.33854330805914E+018,
"Mayttebo21","sybelmartinez",1.33850723844141E+018,
"almashaghal","El_Universal_Mx",1.33868646809759E+018,"Coyoacán, Distrito Federal"
"Carmen_malagga","alynmon",1.33870234616391E+018,"Málaga"
"almashaghal","universalqro",1.33863564881161E+018,"Coyoacán, Distrito Federal"
"LidiuxRuiz","MonicaMendozaM",1.33872969901544E+018,"Ciudad Del Carmen, Campeche"
"andymhg15","Milenio",1.33873144168168E+018,
"magdarebeldia","magdarebeldia",1.33873860853097E+018,"CdMx"
"solounahormiga","alynmon",1.33870234616391E+018,"No etiquetar/No listas/Gracias"
"reginaBaroon","reginaBaroon",1.33875984417452E+018,"Guadalajara, Jalisco"
"c_gallardo_l","sybelmartinez",1.33850723844141E+018,"Ecuador"
"diminuta__","alynmon",1.33870234616391E+018,
"nadiaurruty","aledmar1960",1.33873045886828E+018,"Argentina"
"geluniet","alynmon",1.33870234616391E+018,"Madrid"
"CarlosSueldo7","desaparecidaorg",1.3386941386661E+018,"Ciudad Autónoma de Buenos Aire"
"negua597","alynmon",1.33870234616391E+018,
"IIID1360III","UnCaricaturista",1.33881647220694E+018,"Bogotá"
"aislin_selene","ChapoyPati",1.33883942075836E+018,
"aislin_selene","AztecaNoticias",1.33885590264066E+018,
"aislin_selene","El_Universal_Mx",1.33885623258574E+018,
"aislin_selene","apontedavid",1.33883570254965E+018,
"aislin_selene","ExaFM",1.33885759566744E+018,
"ChicaSemilla","ChicaSemilla",1.33886171811442E+018,
"ngelaMontes6","kdartigues",1.33835225931121E+018,
"aislin_selene","Edomex",1.33887427928746E+018,
"aislin_selene","ExaFM",1.33887600632138E+018,
"PJRas7Amaya","PJRas7Amaya",1.3388783640447E+018,"שְׁמַע יִשְׂרָאֵל"
"quinterosrami1","matiasnrueda",1.33883543935723E+018,
"XeloDemet","robolat",1.33887532643748E+018,"España"
"AmbrogiCarina","AmbrogiCarina",1.33889125442854E+018,
"aislin_selene","libelula1971",1.33849472083893E+018,
"aislin_selene","ingridcoronado",1.33858640222159E+018,
"aislin_selene","rafabalderrama",1.33884915618671E+018,
"aislin_selene","MaoMonteros",1.33873179409129E+018,
"aislin_selene","ingridtamaramvs",1.33857570713234E+018,
"aislin_selene","El_Universal_Mx",1.33891784296045E+018,
"aislin_selene","El_Universal_Mx",1.33891673536215E+018,
"aislin_selene","AztecaNoticias",1.3389162770925E+018,
"aislin_selene","aqcazteca",1.33888946755019E+018,
"HumanNaturee_","jouni_tolonen",1.33886840474943E+018,"México City"
"HumanNaturee_","LetraEspacial",1.33831451709325E+018,"México City"
"HumanNaturee_","estejack",1.33865380642752E+018,"México City"
"carolacaoo","carolacaoo",1.33895095854243E+018,"Santiago"
"lozomarti","alynmon",1.33870234616391E+018,"el mundo"
"LeoniSilvina","gladys_gonzalez",1.33735318084637E+018,"Neuquén, Argentina"
"aislin_selene","AmberEdomex",1.33837545770464E+018,
"Wio72865298","arbork",1.33900108737067E+018,"Planeta Tierra"
"Mils_84","Mils_84",1.33653363879256E+018,"Buenos Aires, Argentina"
"drmanuelhuerta","NTelevisa_com",1.33903964250775E+018,"Xalapa, Ver. México"
"HUMANOCREATIVO7","NTelevisaPuebla",1.339009822403E+018,
"ErisTayyy","ixtapaluca_ayu",1.33752822601346E+018,
"ErisTayyy","azucenau",1.33906725882024E+018,
"noecanullan","cronica",1.33906770125227E+018,
"PatoVBianchi","desaparecidaorg",1.33907296375322E+018,"La Plata, Argentina"
"ocsobcastigado","UtsuhoReiuji7",1.33916289973926E+018,"En chirona, Twitter"
"GerardoJoseVeg2","gladys_gonzalez",1.33735318084637E+018,"Rawson"
"AntonietaVidalB","pagina_siete",1.33886402534661E+018,"Bolivia"
"RDMhualquinas","RDMhualquinas",1.33921583883926E+018,"Hualqui, Chile"
"CarlosRojas137","pagina_siete",1.33886402534661E+018,
"aiyememo","jcarreraandrade",1.33920183503128E+018,"La Mana, Cotopaxi, Ecuador."
"aislin_selene","El_Universal_Mx",1.33923382487464E+018,
"l3SlyAda","HumanNaturee_",1.3392343338323E+018,"México"
"furia_mexicana","furia_mexicana",1.33925798218236E+018,"Barcelona, Spain"
"PIZARRINZITO","CaraveoBertha",1.33926539540923E+018,"En un hermoso lugar🌄"
"PIZARRINZITO","CaraveoBertha",1.33926726344736E+018,"En un hermoso lugar🌄"
"valeehidalgo14","valeehidalgo14",1.33927196903702E+018,"Mendoza, Argentina"
"paosoria79","FrenteJovenAR",1.33925473386596E+018,"talar de pacheco"
"furia_mexicana","MexasResistExt",1.33925852644373E+018,"Barcelona, Spain"
"CLEON27","Loves_Is_Equal",1.33928094478881E+018,"Paraguay"
"HumanNaturee_","_elan_",1.33928409458939E+018,"México City"
"HumanNaturee_","_elan_",1.33928054596074E+018,"México City"
"HumanNaturee_","MicaModon",1.33923876824359E+018,"México City"
"sandraclivati","gladys_gonzalez",1.33735318084637E+018,"#Argentina"
"nomenwomenonly","nomenwomenonly",1.33929508344786E+018,
"Cassidy46473318","MementoMoriOFC",1.33930383775309E+018,
"ivodiaztalavera","CaraveoBertha",1.33926539429354E+018,"Puebla"
"Fabrici16410601","CynthiaViteri6",1.33900516282069E+018,
"ElenaFuentes08","CynthiaViteri6",1.33900516282069E+018,
"MauOcles","CynthiaViteri6",1.33900516282069E+018,
"LuisaMurillo39","CynthiaViteri6",1.33893392086428E+018,
"ParralesZara","CynthiaViteri6",1.33900516282069E+018,
"DianaMacis","CynthiaViteri6",1.33894645461491E+018,
"lorenaa34337439","CynthiaViteri6",1.33900516282069E+018,
"AnyTorr6","CynthiaViteri6",1.33900516282069E+018,
"GabyDyz","CynthiaViteri6",1.33900516282069E+018,
"chwrrywoman","ha3h3n",1.33927608028964E+018,"Argentina"
"BetySol9","CynthiaViteri6",1.33894645461491E+018,
"panyrosasmx","panyrosasmx",1.33931655322174E+018,"México"
"anabarreracord","Loretitolinda",1.33925312006554E+018,
"AlexanRui","CynthiaViteri6",1.33894645461491E+018,
"sarapat92079434","CynthiaViteri6",1.33900516282069E+018,
"VictoriaChonil1","CynthiaViteri6",1.33900516282069E+018,
"ChavezNe1son","CynthiaViteri6",1.33894645461491E+018,
"NuviSilv","CynthiaViteri6",1.33900516282069E+018,
"PalaciosSergio0","CynthiaViteri6",1.33900516282069E+018,
"MrellaVzquez","CynthiaViteri6",1.33900516282069E+018,
"Emily25636696","Emily25636696",1.33932769721498E+018,"Guayaquil"
"BlancaH32020283","CaraveoBertha",1.33926539429354E+018,
"Nataliaortizja2","CynthiaViteri6",1.33900516282069E+018,
"lorefabi2","CynthiaViteri6",1.33900516282069E+018,
"btskiIIs","ha3h3n",1.33927608028964E+018,"she / her"
"jkookpo","ha3h3n",1.33927608028964E+018,"🦁 | army⁷; ahgase⁷"
"LeeteukSuperMan","ha3h3n",1.33928286564163E+018,"ℙ𝔸ℝ𝕂 𝕁𝕌ℕ𝔾 𝕊𝕆𝕆 ♥"
"bullettotheass","ha3h3n",1.33927608028964E+018,"🧷 ur safe with me!"
"yeonjunxy","ha3h3n",1.33927608028964E+018,"🇦🇷"
"tonightbear","ha3h3n",1.33927608028964E+018,"Seungmin (Hangul: 승민; Katakana: スンミン) was born on September 22,"
"roseminie_","ha3h3n",1.33927608028964E+018,"she/her | spain | fan acc"
"Politica2017","DacervantesP",1.33933829086504E+018,
"gemma_dj26","ha3h3n",1.33927608028964E+018,"BTS WORLD DOMINATION"
"_Adriana1011","ha3h3n",1.33927608028964E+018,"somewhere in the world"
"Politica2017","4pelagatos4",1.3393413533529E+018,
"gukrvante","ha3h3n",1.33927608028964E+018,"방핑크☾"
"Marimin_Be","ha3h3n",1.33927608028964E+018,"아마 그곳이 mi casa UnU"
"NE0CLTR_","ha3h3n",1.33927608028964E+018,"光芒不转弯 直线不进则退 退  理所不当然 梦想无翼而飞 ("
"Rosy_25481729","ha3h3n",1.33931778545806E+018,
"penguinland_","ha3h3n",1.33927608028964E+018,"❁ཻུ۪۪ 𝐄𝐍𝐇𝐘𝐏𝐄𝐍 ━ 🌌"
"pisametxt","ha3h3n",1.33927608028964E+018,
"FabyLovesArs","ha3h3n",1.33927608028964E+018,"𖦹𝕄𝕌𝕃𝕋𝕀𖦹"
"luxventum","ha3h3n",1.33927608028964E+018,"Argentina"
"isakoomi","ha3h3n",1.33927608028964E+018,"jyhnt♡"
"GreciaVerdugo","GVargasLanderos",1.33164769908772E+018,
"paltateez","ha3h3n",1.33927608028964E+018,
"jaemin_chew","ha3h3n",1.33927608028964E+018,
"vmonlie","ha3h3n",1.33927608028964E+018,"𝟵𝟳 ⠀𓍼   𝟵𝟱⠀ あ⠀𝗅𝗈𝗏͟𝖾 !"
"Isabel120_","ha3h3n",1.33927608028964E+018,"Peru"
"min__valen","ha3h3n",1.33927608028964E+018,"still whit you"
"K0HSHINWON","ha3h3n",1.33927608028964E+018,"#SHE//HER"
"SEO_KJlN","ha3h3n",1.33927608028964E+018,"seokjin's gf T_T"
"Cristin27892082","ha3h3n",1.33927608028964E+018,
"dorkymintine","ha3h3n",1.33927608028964E+018,"jaehyun call me | she/her | 18"
"dksootloml","ha3h3n",1.33927608028964E+018,
"smallbinnieboo","ha3h3n",1.33927608028964E+018,
"spiderjin_03","ha3h3n",1.33927608028964E+018,"she/her| proud of bangtan"
"SB096","ha3h3n",1.33927608028964E+018,
"kjhwawi","ha3h3n",1.33927608028964E+018,"슈가 + 해찬 + 민기 + 진진 +앨런 +肖俊 +진기"
"Ellemelys","ha3h3n",1.33927608028964E+018,"BTS=ARMY"
"naraaluv","ha3h3n",1.33927608028964E+018,"# SHE! / HER! ☆"
"h0neypie__","ha3h3n",1.33927608028964E+018,
"Lau88354771","La_Guerta_",1.33923135239954E+018,"Montevideo, Uruguay"
"cocobaekkig","ha3h3n",1.33927608028964E+018,"exo planet"
"dahyunrene","ha3h3n",1.33927608028964E+018,"she/her 👩‍❤️‍💋‍👩"
"jungkookie_Sayo","ha3h3n",1.33927608028964E+018,
"ggukbangtan7","ha3h3n",1.33927608028964E+018,"𝗵𝗼𝗺𝗲 ✩ ˒ 𝟵𝟱 ⊹"
"jhdelighted","ha3h3n",1.33927608028964E+018,"headkisses invented by VHOPE🦩"
"_Maxi27_","ha3h3n",1.33927608028964E+018,"she/ella~INFJ~"
"clictapee","ha3h3n",1.33927608028964E+018,"☆She/her!!!☆16✷"
"UmbaeMimi","ha3h3n",1.33927608028964E+018,
"MinnieK50965785","ha3h3n",1.33927608028964E+018,
"Mikaa_1001","ha3h3n",1.33927608028964E+018,"Argentina"
"MinnieK50965785","ha3h3n",1.33927608028964E+018,
"choerrry12","ha3h3n",1.33927608028964E+018,"⠂  우  ゛♥︎  s𝗸z.  ζ"
"ofegdl","CaraveoBertha",1.33926539429354E+018,"GDL"
"tearjiko","ha3h3n",1.33927608028964E+018,"jikook 彼らは私の生きる理由です私は彼ら をとても愛しています私の天使"
"Cherry_yoom","ha3h3n",1.33927608028964E+018,"¡Ayo! Listen up!"
"M3SSYTAE","ha3h3n",1.33927608028964E+018,"★  S/HER❕"
"SejunNam","ha3h3n",1.33927608028964E+018,
"jungwoouwu11","ha3h3n",1.33927608028964E+018,
"_sweet_yeonbin_","ha3h3n",1.33927608028964E+018,
"HumanNaturee_","erregina",1.33925295837092E+018,"México City"
"HumanNaturee_","erregina",1.33925295837092E+018,"México City"
"HumanNaturee_","erregina",1.33925295837092E+018,"México City"
"HumanNaturee_","erregina",1.33925295837092E+018,"México City"
"HumanNaturee_","erregina",1.33925295837092E+018,"México City"
"HumanNaturee_","erregina",1.33925295837092E+018,"México City"
"HumanNaturee_","erregina",1.33925295837092E+018,"México City"
"HumanNaturee_","erregina",1.33925295837092E+018,"México City"
"28deneo","Panchet0",1.33940813854248E+018,
"SAR_GL76","UPLaRadio",1.33940584050006E+018,"Macul, Chile"
"gi85441506","DanielaAlfaroG",1.33937742827221E+018,
"HFutbol2","cholucon",1.33943757693599E+018,
"monroy_reginaa","monroy_reginaa",1.33944108659973E+018,
"TheroomBlade","TheroomBlade",1.33889438096758E+018,
"toroloco321","its_renohoods",1.33947339410712E+018,
"garci_salma","its_renohoods",1.33947339410712E+018,
"bedmar_pere","carmencalvo_",1.33950047699225E+018,"Madrid, Comunidad de Madrid"
"carlosher1808","sampedro_damian",1.3395063616385E+018,"Ferrol, España"
"lyuva26","sampedro_damian",1.3395063616385E+018,"Madrid, Comunidad de Madrid"
"ZTerno","jcarreraandrade",1.33920183503128E+018,"Guasmo Sur ya tu sabe"
"ZTerno","luissalvadorjas",1.3394579763363E+018,"Guasmo Sur ya tu sabe"
"ZTerno","Mario199014",1.33940076151249E+018,"Guasmo Sur ya tu sabe"
"TerceraDerivada","biobio",1.33941754097244E+018,
"anaalonsogonza1","Emma1492is",1.33953226458627E+018,"Bilbo - EuskalHerria"
"AliciaMariposa3","salvamayordomo",1.33955861220578E+018,
"yekalaurido47","Marisol_Bowen",1.33860602167001E+018,
"ZTerno","freddyonasisz",1.33940010132068E+018,"Guasmo Sur ya tu sabe"
"garnitato","VictOcampo",1.33958336563311E+018,"Buenos Aires, Argentina"
"gxlabe_","gxlabe_",1.33959463195301E+018,"мx."
"Taediee","its_renohoods",1.33947339410712E+018,"En algún lugar del mundo 🌎"
"camsjarams","its_renohoods",1.33947339410712E+018,
"Taediee","Taediee",1.33960007621841E+018,"En algún lugar del mundo 🌎"
"221_B_St","Omnia_Somnia",1.3396042422487E+018,"Books and minds"
"anglikduran_","lindaloaiza24",1.3395554324494E+018,"Venezuela"
"CaroNaturaLove","NataliaBRangel",1.33959480187685E+018,"Mexico"
"sheadoreyou","sheadoreyou",1.33961536013224E+018,"Mendoza, Argentina"
"PatriciaDorta","TarekWiliamSaab",1.33956791169079E+018,"Venezuela"
"DaNmACMR","lindaloaiza24",1.3395554324494E+018,"Nueva Loja,  Ecuador"
"Valencordeschi","Valencordeschi",1.33964051360401E+018,"Mendoza, Argentina"
"IreneKarenina","vickyrs__",1.3396435471931E+018,"Una oriental en Caracas."
"luzy_armendariz","udsmoficial",1.33965031432514E+018,"Tampico, Tamaulipas, Mexico"
"nav_pio","nav_pio",1.33965502822373E+018,"Región de Murcia, España"
"mafalda80s","AllwaySbach",1.33964382261209E+018,
"SoDunissa","madio_bn",1.33967395547347E+018,
"angelsatanx1","janomatusmc",1.33938606628191E+018,"rancagua"
"felizpeseatodo","pagina12",1.33968604318913E+018,"Planete Terre"
"OM_RCastro","_Virgiliana_",1.33971148034689E+018,"Santiago de Chile"
"florlima97","florlima97",1.33971699724497E+018,"Mendoza, Argentina"
"sofiseptfons","sofiseptfons",1.33971806938039E+018,
"Alvaradoocarla","Alvaradoocarla",1.33971615204659E+018,"she/her"
"cazador_pardo","TomasDaz10",1.33972065554204E+018,
"tamigorri_","tamigorri_",1.33972171087095E+018,
"Agustinaluna97","Agustinaluna97",1.33972262705373E+018,"Mendoza, Argentina"
"lupagnini","lupagnini",1.3397231159878E+018,
"tbslwlt","tbslwlt",1.33972373708045E+018,"I love to hold you close"
"PatriciadeLion1","RosCasSol",1.33972333665029E+018,
"GerardoUN","Ginoft1",1.33972796367224E+018,"ÜT: 10.69305,-71.624918"
"Griseldnellyga1","desaparecidaorg",1.33972504302314E+018,"zona Sur"
"_Carooo_3","_Carooo_3",1.33972933686638E+018,
"UnJugadorDePES","UnJugadorDePES",1.33973173896942E+018,"Argentina"
"antogrillo","laurasilva_ar",1.33973209745655E+018,"Mendoza, Argentina"
"UnJugadorDePES","UnJugadorDePES",1.3397327615282E+018,"Argentina"
"Camilahinojosa_","Camilahinojosa_",1.33973769741029E+018,"Mendoza, Argentina"
"Ailuu21297804","Ailuu21297804",1.33974015138433E+018,
"Ginoft1","GerardoUN",1.33973847435058E+018,
"piratasbsnpr","piratasbsnpr",1.33974263456326E+018,"Quebradillas, PR"
"sadelpirherrera","diariouno",1.33973726405063E+018,
"giulii_barbera","giulii_barbera",1.33974691371805E+018,"Maipú, Argentina"
"mauroadorni01","Floreiani",1.33971344368803E+018,"Tucumán, Argentina"
"Marabers","desaparecidaorg",1.33974254431861E+018,"argentina"
"ARGENTI84733476","tito_gorilla",1.33974887158138E+018,
"Mumalamza","Mumalamza",1.33974992605458E+018,"Mendoza, Argentina"
"luliitaFC","luliitaFC",1.33975010343591E+018,"Mendoza, Argentina"
"QBarbara_","QBarbara_",1.33975149585256E+018,"Mendoza, Argentina"
"SAR_GL76","PipeHenriquezO",1.33975576934502E+018,"Macul, Chile"
"BiiiancaAlvarez","BiiiancaAlvarez",1.3397593345328E+018,
"AaronEnoc3","Trumperizar",1.33972802464902E+018,"Distrito12 S. Luis, Argentina"
"BiiiancaAlvarez","BiiiancaAlvarez",1.33976401196605E+018,
"SerDAlesio","DdanielaFfer",1.3397469512487E+018,"Temperley, Buenos Aires"
"tiziailinn","tiziailinn",1.33976750874892E+018,"Mendoza, Argentina"
"pishuxx1","EstefiiSeptfons",1.33971765067561E+018,
"VickyAbihaggle","ConteGabriel",1.33972775976607E+018,"Mendoza, Argentina"
"agustinacalisee","agustinacalisee",1.33976950256587E+018,"Mendoza, Argentina"
"MariaMartellet2","anabelfsagasti",1.33976950418068E+018,
"_marrttina","_marrttina",1.33977216230406E+018,
"LiaNoeli","desaparecidaorg",1.33972504302314E+018,
"AgularSebastian","DocEliMarquez",1.33971785266909E+018,"Ciudad del Vaticano"
"Xiomiiaguirre1","pri_buenanuevaa",1.33977541762084E+018,"Mendoza, Argentina"
"lt1xkmm","lt1xkmm",1.33978193706663E+018,"todas putas"
"mamayoonseok","mamayoonseok",1.33978167126099E+018,
"Nahir25369879","MilaTina200",1.33950756875083E+018,
"valen_lanatta","caarpinchorni",1.33979167459216E+018,"Quilmes, Argentina"
"SOY_MI_HEROE","RosymarquezFly",1.33973542538512E+018,"Durango. Mex"
"Jeremia84470863","ninoruless",1.33705259259415E+018,
"CaptivityKillS","GuntherLud1945",1.33979685265757E+018,"Pαƚαɠσɳια Aɾɠҽɳƚιɳα 🔺️"
"FlorOroztizaga","FlorOroztizaga",1.33979899551069E+018,
"Jeremia84470863","yrisita_spooky",1.33978504212244E+018,
"xproyect935","Algo67684509",1.33980536538338E+018,"Córdoba, Argentina"
"cherrbby28","cherrbby28",1.33980670438981E+018,"Holmes Chapel, England"
"AleGayoso2","UrsulaMoscoso",1.33354199170831E+018,
"magiadeparamo","GigiMendeez",1.33968923822963E+018,"ÜT: 9.765264,-63.425931"
"starsinbubbles","starsinbubbles",1.33982809750867E+018,"ǝʌɐ uooɯʎǝuoɥ"
"dagoluke","dagoluke",1.33982884383889E+018,"México"
"CaroCoria7","CaroCoria7",1.33987570641164E+018,"Mendoza, Argentina"
"CenzoChavez","MariteBadui",1.33973534212826E+018,"San Martín, Argentina"
"pampamonaco","pampamonaco",1.33988480052673E+018,"Ciudad Autónoma de Buenos Aire"
"SoriaEve01","SoriaEve01",1.33990174428178E+018,
"SoriaEve01","SoriaEve01",1.33990174428178E+018,
"riplsabella","riplsabella",1.33991033624639E+018,
"CAROLINAEVAMAR4","mariaFFreijo",1.33990364999734E+018,"Argentina"
"marcehoro","desaparecidaorg",1.33972504302314E+018,
"CarlosSueldo7","florchus08_",1.33992157424225E+018,"Ciudad Autónoma de Buenos Aire"
"lui5meneses","CEspinozaQ",1.3399173767212E+018,"Concepción, Chile"
"Mar07980288","LosAndesDiario",1.33991956716704E+018,"Luján de Cuyo, Argentina"
"Mar07980288","LosAndesDiario",1.33991956716704E+018,"Luján de Cuyo, Argentina"
"Adrimabe95","PableOstos",1.33992616294916E+018,"Under the iron sea"
"PelaVorterixian","igonzalezprieto",1.3399437017082E+018,"Argentina"
"carolinasl","carolinasl",1.33994613731536E+018,
"AndrewGU97","GaliaBarranco",1.33994080950494E+018,
"twjhoan","LasIgualadas",1.3399423587508E+018,"Colombia"
"SAR_GL76","primeralineapr",1.33996518624187E+018,"Macul, Chile"
"EmiliaTrabucco","RomiOjona",1.33996701843137E+018,
"rinconDapolonia","rinconDapolonia",1.33994310476647E+018,
"Maria_F9090","RomiOjona",1.33996701843137E+018,
"CormackSilvia","Cecilia182907",1.33997225176513E+018,
"Sofia26278966","CeballosMur",1.33993517314047E+018,
"CementerioLibro","LinealMas",1.33155322225591E+018,"Madrid Cementerio la Almudena"
"Daniel880729","natiibedoya",1.33995538167464E+018,"Bogotá, D.C., Colombia"
"Daniel880729","Tatiaylasflores",1.33998396713567E+018,"Bogotá, D.C., Colombia"
"wslyxtozier","wslyxtozier",1.33998955362558E+018,"she/her  gryfferin"
"kurzweil88","Tximena4",1.33973104871282E+018,"Santiago"
"orlandopez50","HelenOrjuela",1.33989945905716E+018,
"Androzio6","MTM8_",1.33999033657636E+018,"Pereira, Colombia"
"11Camg11","perreobel",1.33996106776673E+018,
"digitalwarXIX","Dayanakrays",1.33966344281125E+018,"Venezuela"
"dantsisrojas","Tweet1A",1.33999687073578E+018,"Bogotá"
"ValentinaFer13","NoticiasCaracol",1.33989926004165E+018,
"SoyPeriche","MalenaPichon",1.34000439808532E+018,"San Isidro, Argentina"
"baires_news","baires_news",1.34000966320358E+018,
"Certero331","CancinoAbog",1.33995937268067E+018,
"ByNacho17","HolotteJaz",1.34000076586006E+018,"La Paz Entre Ríos Argentina"
"PandaOalgo","NoticiasCaracol",1.33989926004165E+018,"Bogotá, D.C., Colombia"
"AyLindaFlo","AyLindaFlo",1.34002532193294E+018,"Colombia"
"EscrituraFem","EscrituraFem",1.34002823940687E+018,"Buenos Aires, Argentina"
"Eze_aguilar_","Eze_aguilar_",1.34003111227439E+018,
"AliciaMariposa3","ladypalo",1.33986200622091E+018,
"OdileOdile4","OdileOdile4",1.34003942644613E+018,
"Daniel880729","diegomatteus",1.33996181796414E+018,"Bogotá, D.C., Colombia"
"PandaOalgo","NoticiasCaracol",1.33989926004165E+018,"Bogotá, D.C., Colombia"
"elbruneiro","galloalbenio",1.34004516147725E+018,
"analuzdlm","analuzdlm",1.34004908843223E+018,"Mendoza, Argentina"
"unidiversidad_","unidiversidad_",1.34004908427572E+018,"Mendoza"
"analuzdlm","analuzdlm",1.34005680575448E+018,"Mendoza, Argentina"
"izquierdadiario","izquierdadiario",1.3400668915205E+018,
"analuzdlm","analuzdlm",1.34005680575448E+018,"Mendoza, Argentina"
"izquierdadiario","izquierdadiario",1.34007357850356E+018,
"gabyboma","ClauNaj",1.33972925232173E+018,"Argentina"
"adrymanero","izquierdadiario",1.3400744370482E+018,"Vicente López, Argentina"
"PretoduCaralho1","RCamachoVzla",1.33992246310754E+018,"Venezuela 🇻🇪"
"baires_news","baires_news",1.34009087223131E+018,
"MAGE2606","Viviana_bo",1.34001659666074E+018,"Bogotá"
"Certero331","mariangelauc",1.33995442894267E+018,
"CAROLINAEVAMAR4","luisbremer",1.34011750990368E+018,"Argentina"
"LoreLau6","Carinalopezm",1.34012571770363E+018,
"lucianoromero_m","menduko_ok",1.34009697494365E+018,"Mendoza, Argentina"
"lucianoromero_m","lucianoromero_m",1.34013051657041E+018,"Mendoza, Argentina"
"gordabd","Citytv",1.33989952040727E+018,
"lvillegas0308","AntonioGM72",1.34014120240279E+018,"🇲🇽"
"monikestephany1","monikestephany1",1.34014396623953E+018,"Medellín, Colombia"
"rene_pg","juliangt2011",1.34013213711526E+018,"VER MEX"
"AndreaB09761747","DaaniBitches",1.34014871221195E+018,
"rene_pg","Princess_Clau",1.34016437386052E+018,"VER MEX"
"brawlhallaporq1","ElMugresLOL",1.34016974464584E+018,"Chile"
"NICOLE87044315","NICOLE87044315",1.34019461223386E+018,
"1luisiul1","PelonGomis",1.3399589459271E+018,"Guadalajara, Jalisco"
"carlafcoronel","cronica",1.34025912992811E+018,"Argentina"
"MaruQuiroga21","JuanCar14264378",1.34008400123574E+018,"por ahi"
"Ariadna14871285","RoFerrerIlustra",1.34026857553849E+018,
"sematoqui","CHICASDECALIPSO",1.34014147567441E+018,
"HusseimStuck","HusseimStuck",1.34029413275816E+018,"Berlin, Deutschland 🏙"
"smdanielesteban","smdanielesteban",1.34029493930183E+018,"Recoleta, CABA - ARGENTINA"
"autocenzurada","ValdebenitoNata",1.34029449548151E+018,"Limbo"
"BSepulvedaHales","BSepulvedaHales",1.34029676243159E+018,"Chile"
"JURIDICOS66","PJCDMX",1.34029582821312E+018,"México"
"Caroarvas","KarolCariola",1.34028938038521E+018,"Chile"
"adrianitaDyJ","CronicaTV",1.3399445184733E+018,"Florencio Varela, Argentina"
"Sarate33324729","CHICASDECALIPSO",1.34014147567441E+018,
"kurzweil88","cherrerafe",1.34009648881541E+018,"Santiago"
"desplazadafeliz","Colin_M_R",1.33996678214937E+018,"Cartagena"
"GeneralaRebelde","GeneralaRebelde",1.34030936535039E+018,
"Budaenperu","canalN_",1.34032347685972E+018,"Ciudadana del mundo"
"DulFrAtH","Jaegerdd",1.34032605530809E+018,"Venezuela"
"AleGayoso2","gustavoruizo",1.34013004817571E+018,
"negua597","geluniet",1.34033266252807E+018,
"champagnivy","champagnivy",1.34033660982952E+018,"Colombia"
"Go_Matriarcado","Ceci_Soria_",1.34033187629741E+018,
"CeciDvt","palpasheev",1.34033972102163E+018,"Mendoza, Argentina"
"carmelamor33","maitegalega",1.34034186214672E+018,"Uruguay"
"futmag100","T13",1.34034237961477E+018,
"JuanEMunizaga","merlupingui",1.34031521482743E+018,"Santiago, Chile"
"Benjastrikes","Rebirthe_Sports",1.34035255132205E+018,"Arica"
"AliciaMariposa3","rouco64",1.34023540663007E+018,
"ancalyparra","smithmaldonado",1.34035160650474E+018,
"bravoteamblack","elsolonline",1.34033006112008E+018,"Mendoza, Argentina"
"AliciaMariposa3","bird_LarriTT",1.34023924652805E+018,
"AliciaMariposa3","manunamor",1.34027072263204E+018,
"Eliana1Maipu","marcoporchile",1.34030823405013E+018,
"Laila84792635","Laila84792635",1.3403602534819E+018,
"mellow_cat27","ArielSqueff1977",1.34023697032958E+018,
"cfelmerv","eldrone3",1.34036664525719E+018,
"EAstigue","siliconvalle",1.34030583715221E+018,"Quintero, Chile"
